Role,Degree,Subject,Interests,UserId,Name
Industrial,Doctorate,Data Science,"""Data Science"", ""Networking"", ""Human Computer Interaction""",tbxtvdvmhno81d3da72fwe6j,Ayesha Khan
Faculty,Masters,Computer Science,"""Data Science""",pb3nrhxrwa2yg5fqcitb93hb,Fatima Raza
Faculty,Doctorate,Software Engineering,"""Artificial Intelligence""",v2shdko5whp5xiu3swxnn4ol,Hassan Butt
Industrial,Bachelors,Software Engineering,"""Machine Learning""",446xcskjr2gld5z3cp5bghgz,Usman Iqbal
Industrial,Masters,Computer Science,"""Data Science"", ""Artificial Intelligence"", ""Software Development""",t7g0f2tpebefqgdnaukzh9o0,Ayesha Butt
Industrial,Bachelors,Software Engineering,"""Software Development"", ""Artificial Intelligence"", ""Human Computer Interaction""",ps9za7vcfy7q46no88xd1la8,Hassan Sheikh
Industrial,Doctorate,Computer Science,"""Software Development""",5h54roruo7j7mjrzn3o03x36,Omar Javed
Student,Bachelors,Software Engineering,"""Human Computer Interaction"", ""Artificial Intelligence""",1e8qmqd2o6n254zc8a9lznkh,Sara Sheikh
Faculty,Doctorate,Data Science,"""Human Computer Interaction""",wti01b4r3dmlx20wkgg5zuy3,Usman Ahmed
Student,Masters,Data Science,"""Data Science"", ""Artificial Intelligence""",mc0u098ozjzdi7fb3rrheux6,Hassan Javed
Student,Doctorate,Computer Science,"""Data Science"", ""Software Development""",72w7s14g5b8x1cggt08dh8m8,Ahmed Malik
Industrial,Masters,Software Engineering,"""Human Computer Interaction""",i8dprfuiekc53us6c37vm5ho,Zainab Chaudhry
Industrial,Masters,Computer Science,"""Machine Learning"", ""Software Development""",eevg2ekyg1xttl4chbgfs8ak,Omar Ahmed
Industrial,Masters,Software Engineering,"""Human Computer Interaction"", ""Networking"", ""Artificial Intelligence""",mykq3kubcsg22x83q834nclf,Ali Chaudhry
Industrial,Doctorate,Computer Science,"""Human Computer Interaction""",n2kcogkwzbemrmkx0q7o1q0f,Zainab Javed
Industrial,Masters,Software Engineering,"""Data Science""",ku435mk1v5ffy9ipcmnpxvhx,Fatima Khan
Faculty,Doctorate,Data Science,"""Networking"", ""Software Development"", ""Data Science""",fx5j3mqixeuat278t6uan1of,Ayesha Hussain
Industrial,Doctorate,Software Engineering,"""Networking""",7dkvp4z3lzmv6d17db40rpaz,Ahmed Butt
Faculty,Doctorate,Computer Science,"""Networking"", ""Machine Learning""",8g6nhxcqeahgr31jgaaygnxu,Hassan Hussain
Student,Doctorate,Computer Science,"""Software Development""",1krn7b9cfp75u5pk3e7suf8c,Zainab Malik
Student,Doctorate,Computer Science,"""Networking"", ""Artificial Intelligence"", ""Machine Learning""",85pm5nvo86y931z424f0wmp8,Ahmed Raza
Industrial,Doctorate,Data Science,"""Human Computer Interaction"", ""Software Development""",ii7c9d86bv15bfdo12i3su1r,Zainab Iqbal
Faculty,Doctorate,Computer Science,"""Data Science""",ypijgfb1wzh2z1tedoks1bfn,Zainab Iqbal
Industrial,Masters,Data Science,"""Software Development""",nukwwyqdhm8ofvg50dcnlpq9,Sara Sheikh
Faculty,Masters,Computer Science,"""Software Development"", ""Networking"", ""Machine Learning""",3zpo8d4n7sm7z492u9wkj38g,Usman Chaudhry
Student,Bachelors,Software Engineering,"""Software Development"", ""Human Computer Interaction"", ""Artificial Intelligence"", ""Networking""",t73abbq2wwvnu9q8yxkc6p96,Ali Chaudhry
Student,Masters,Software Engineering,"""Networking"", ""Machine Learning"", ""Human Computer Interaction"", ""Software Development""",21rmyooxauqace5vyq4sflh5,Hassan Butt
Industrial,Doctorate,Computer Science,"""Artificial Intelligence"", ""Machine Learning""",t2qi701bnzr0xwo768ryus1z,Zainab Khan
Industrial,Doctorate,Computer Science,"""Human Computer Interaction""",9vb9wt9ny7g9eu3u1pt8aflf,Hassan Hussain
Industrial,Doctorate,Computer Science,"""Human Computer Interaction""",5hq2a43ctylpck2fmexvmulq,Hina Raza
Student,Bachelors,Software Engineering,"""Human Computer Interaction""",g4l7bog5j2r5tzlf268b3b87,Ali Khan
Industrial,Doctorate,Computer Science,"""Human Computer Interaction""",hmtp0sy54k1a3sst9ydcdyee,Omar Javed
Industrial,Masters,Data Science,"""Machine Learning""",egu8mmbe6qzyx46hyksgnhn5,Usman Chaudhry
Student,Doctorate,Computer Science,"""Human Computer Interaction""",w4t5xur33fo5a01w3tqq1mit,Ali Ahmed
Industrial,Doctorate,Software Engineering,"""Software Development"", ""Machine Learning""",3pqnpaqiec7wencemask0dw0,Zainab Butt
Student,Doctorate,Software Engineering,"""Human Computer Interaction""",42xu2dxg22hna18cgsyv5qew,Ayesha Hussain
Faculty,Masters,Software Engineering,"""Machine Learning"", ""Human Computer Interaction""",kffx5t0roovk85jx2sq67d5k,Zainab Butt
Faculty,Masters,Data Science,"""Machine Learning""",25di4md2n3r7trybol7d5qtz,Zainab Malik
Industrial,Masters,Software Engineering,"""Artificial Intelligence""",9mu2e61le4ej7p0dg3xexyh6,Hina Khan
Student,Doctorate,Software Engineering,"""Networking""",eic30y5iixs0rfh0e264wt8r,Omar Malik
Industrial,Doctorate,Software Engineering,"""Artificial Intelligence"", ""Human Computer Interaction""",8bit1657j26etwpy5vozjox8,Ali Hussain
Industrial,Doctorate,Data Science,"""Machine Learning""",eq3k711brbt0xv0rc2dyuu7r,Hina Iqbal
Student,Doctorate,Software Engineering,"""Data Science"", ""Software Development"", ""Networking""",623e697ww0ao4ox6splmzywz,Zainab Ahmed
Faculty,Masters,Data Science,"""Machine Learning""",sr11ifdik2577p0yo6rptsa6,Fatima Ahmed
Industrial,Bachelors,Data Science,"""Networking""",xa921tqntn14dlkluimhqw92,Ali Ahmed
Student,Bachelors,Computer Science,"""Software Development""",qp32qca4l7smtei9km6zjv1s,Ahmed Iqbal
Student,Doctorate,Computer Science,"""Machine Learning"", ""Human Computer Interaction""",n2v9q5662wxrqocbcst8mmit,Fatima Iqbal
Student,Masters,Data Science,"""Machine Learning""",idhhoto9x3ousncoua2xx1h2,Usman Hussain
Student,Masters,Software Engineering,"""Machine Learning""",qq1dqasohyln958f7howkfbv,Zainab Khan
Industrial,Masters,Software Engineering,"""Artificial Intelligence""",dze33yyc7032l0kkbl2096e9,Usman Sheikh
Student,Doctorate,Software Engineering,"""Machine Learning"", ""Data Science""",kbvfsky3w30bu53owia71f31,Fatima Malik
Faculty,Masters,Computer Science,"""Data Science"", ""Human Computer Interaction"", ""Artificial Intelligence""",b6ujjhrpdtvvnq3ioeyaas25,Ayesha Hussain
Faculty,Masters,Software Engineering,"""Artificial Intelligence""",2po3hvgwvwjt2uzem6b8had3,Omar Malik
Industrial,Bachelors,Computer Science,"""Software Development"", ""Machine Learning"", ""Human Computer Interaction"", ""Networking""",xd1zo867pbd2q345k8u6bb5f,Sara Chaudhry
Faculty,Masters,Data Science,"""Data Science""",x9m7ian5g121gmj54st47nvb,Omar Sheikh
Industrial,Masters,Data Science,"""Artificial Intelligence""",wujfhkijlj4odtjghudtk4a2,Omar Khan
Industrial,Doctorate,Data Science,"""Machine Learning"", ""Networking""",hfjoetmi08mr18qnr7c8a6uy,Usman Hussain
Faculty,Masters,Software Engineering,"""Artificial Intelligence"", ""Networking""",uq1l1mw6527o1motucuulain,Ali Javed
Faculty,Masters,Data Science,"""Human Computer Interaction"", ""Software Development"", ""Machine Learning"", ""Networking""",wpl7xep6g9jr5hjt6m8eej3a,Usman Ahmed
Industrial,Masters,Computer Science,"""Artificial Intelligence""",0vekdb4o5x3b0p8izz8ar27y,Ahmed Malik
Industrial,Bachelors,Computer Science,"""Software Development"", ""Networking"", ""Artificial Intelligence"", ""Machine Learning""",u2sh4jrrvfq9bxsbprawmsfu,Zainab Ahmed
Student,Bachelors,Software Engineering,"""Human Computer Interaction"", ""Artificial Intelligence"", ""Networking""",00e4lxvwvckebkvefluh74hf,Hassan Butt
Industrial,Masters,Computer Science,"""Software Development"", ""Human Computer Interaction"", ""Machine Learning"", ""Data Science""",ehmitsv2inbon0gxlrhu030p,Zainab Chaudhry
Faculty,Masters,Software Engineering,"""Artificial Intelligence""",9egukwnsbzaqplqksg6rmt53,Ayesha Malik
Student,Masters,Data Science,"""Artificial Intelligence""",c82c8ml164c110s3ecr7revx,Omar Malik
Student,Doctorate,Software Engineering,"""Artificial Intelligence"", ""Data Science"", ""Machine Learning""",eq8itov62kaga07l1dlsy15z,Hassan Ahmed
Faculty,Masters,Computer Science,"""Data Science""",47oh6geyohr0qd6njnu0frvp,Hassan Ahmed
Industrial,Bachelors,Data Science,"""Data Science""",0d06stzgusppobl5anka3oou,Sara Raza
Student,Masters,Data Science,"""Artificial Intelligence"", ""Human Computer Interaction""",r8aua4nbwlr1dx2cdm5hmgkm,Ahmed Chaudhry
Industrial,Bachelors,Software Engineering,"""Networking"", ""Artificial Intelligence"", ""Data Science"", ""Software Development""",69xsyplw2uuc1hz21epo4utx,Ali Javed
Student,Doctorate,Data Science,"""Human Computer Interaction"", ""Networking"", ""Machine Learning"", ""Data Science""",qmvigyp8wt09ffa8aex7p55g,Sara Chaudhry
Industrial,Masters,Software Engineering,"""Software Development""",dzu2z415euloix1wz501gcvk,Omar Sheikh
Student,Doctorate,Computer Science,"""Machine Learning"", ""Human Computer Interaction""",hdkl1oyqif7l3c0clmogbmvx,Omar Sheikh
Industrial,Doctorate,Data Science,"""Networking""",f6122qusof8wpgsljewbgtvt,Ali Butt
Student,Bachelors,Computer Science,"""Software Development"", ""Data Science""",yks7mecxx4mmf0qoym1h46ez,Ayesha Ahmed
Faculty,Masters,Software Engineering,"""Artificial Intelligence"", ""Networking"", ""Software Development"", ""Machine Learning""",sa8a3r3det07wbregr8h1lwe,Omar Khan
Student,Doctorate,Software Engineering,"""Machine Learning""",p6idkqaxmydu4tz7lw7unxjw,Ali Javed
Industrial,Bachelors,Computer Science,"""Software Development"", ""Human Computer Interaction""",yt6aa5y3ayf7ipypj0u0c8so,Ahmed Ahmed
Industrial,Doctorate,Computer Science,"""Networking""",iqmxjth001dkgw88q7ootzk8,Hassan Iqbal
Industrial,Bachelors,Software Engineering,"""Software Development"", ""Data Science""",2uyecfa4k43nlrt9gd6ur0p0,Hina Malik
Industrial,Doctorate,Computer Science,"""Artificial Intelligence"", ""Software Development""",es8l0pb0lvbzbx69qk0ad4bw,Hassan Javed
Faculty,Doctorate,Computer Science,"""Data Science""",j99yaxs0maesox9rojhd4aav,Omar Butt
Industrial,Bachelors,Data Science,"""Human Computer Interaction"", ""Software Development""",c5zezwkzjncmk34zdlf9nezu,Omar Iqbal
Faculty,Masters,Data Science,"""Data Science"", ""Machine Learning"", ""Artificial Intelligence"", ""Software Development""",0no6f9k6in89c0ljamjbi2ye,Hina Javed
Industrial,Doctorate,Computer Science,"""Human Computer Interaction"", ""Machine Learning""",b9u3kjw69vvfu7cswknie8k0,Hina Butt
Faculty,Masters,Software Engineering,"""Software Development"", ""Networking""",1giveisylxogufyz2jwj10io,Ahmed Javed
Student,Masters,Data Science,"""Artificial Intelligence"", ""Software Development""",k75ynrko1bn52avno0kkpuev,Zainab Raza
Student,Doctorate,Computer Science,"""Machine Learning"", ""Artificial Intelligence"", ""Networking""",if012r3tvdips93rz02jwxla,Sara Raza
Student,Doctorate,Data Science,"""Networking"", ""Human Computer Interaction""",trur6s8ciz6z8h4tq1j9gmyh,Hassan Iqbal
Student,Bachelors,Software Engineering,"""Data Science"", ""Human Computer Interaction"", ""Software Development""",h4hkx6pb1rknjcsslf3jx6l9,Hina Sheikh
Industrial,Doctorate,Software Engineering,"""Machine Learning"", ""Networking""",pe30licz7gksgy45coin5puh,Hassan Malik
Student,Doctorate,Computer Science,"""Software Development"", ""Machine Learning"", ""Artificial Intelligence"", ""Human Computer Interaction""",iq657a71vojsbqvstsckyg5j,Ayesha Chaudhry
Faculty,Masters,Computer Science,"""Data Science"", ""Machine Learning""",ncvg22am85yljbkdez0s50ni,Zainab Sheikh
Industrial,Masters,Computer Science,"""Software Development""",d4w1280gj7wqqtffyobrzpyt,Sara Malik
Faculty,Masters,Software Engineering,"""Artificial Intelligence""",gfvd97l2peh80orpsr5nebfy,Omar Javed
Student,Bachelors,Data Science,"""Software Development"", ""Machine Learning""",7lqmb4zd3dcltwu5lkzxwhcw,Ali Chaudhry
Student,Bachelors,Data Science,"""Networking"", ""Machine Learning""",cs40deuag18smyilwttxu5jj,Zainab Javed
Industrial,Masters,Software Engineering,"""Human Computer Interaction""",bbq3y6mgn52eezg3ehptqx4a,Sara Chaudhry
Faculty,Masters,Computer Science,"""Machine Learning"", ""Human Computer Interaction""",0i0vufzmdy0iybfkae5uy5ut,Ahmed Butt
Faculty,Doctorate,Computer Science,"""Software Development"", ""Machine Learning"", ""Artificial Intelligence""",76owsbwpcy7g8i3omns8o6l0,Omar Hussain
Industrial,Doctorate,Computer Science,"""Data Science"", ""Artificial Intelligence"", ""Machine Learning"", ""Software Development""",igch5c4c53e0r0zvtnrxlo5r,Sara Javed
Faculty,Masters,Software Engineering,"""Human Computer Interaction"", ""Data Science"", ""Artificial Intelligence""",yohm0f3nzqu27jgcoiqo234r,Omar Hussain
Industrial,Doctorate,Software Engineering,"""Machine Learning""",eththo1gyc81xfmqm9u7xx0j,Ahmed Ahmed
Student,Bachelors,Computer Science,"""Machine Learning"", ""Artificial Intelligence""",znxffbcnj5sy4u8u2tkhkhmv,Usman Javed
Student,Masters,Data Science,"""Human Computer Interaction"", ""Artificial Intelligence""",b8c1fmw4mllyputb5yxkyiv3,Hassan Chaudhry
Faculty,Masters,Data Science,"""Data Science""",zs7ran101o2gaxmva4bp2mna,Sara Hussain
Faculty,Doctorate,Software Engineering,"""Software Development""",yfh6zf4uyfhxk5evlhj18720,Ayesha Raza
Industrial,Masters,Computer Science,"""Networking"", ""Artificial Intelligence""",uibgtzlr3mwm5w9dxsjipsz2,Usman Iqbal
Industrial,Doctorate,Computer Science,"""Machine Learning""",swkqab66oinr9jsfqvd9tndl,Hina Hussain
Faculty,Doctorate,Data Science,"""Artificial Intelligence"", ""Human Computer Interaction""",0s12jupflp3snpemr8b4p94u,Fatima Chaudhry
Industrial,Doctorate,Software Engineering,"""Artificial Intelligence"", ""Machine Learning""",hc03litnwvcm1uuc0re2ohzh,Ayesha Butt
Industrial,Doctorate,Software Engineering,"""Artificial Intelligence"", ""Networking""",gjk8alb6us7k6pu7k89c05ue,Zainab Khan
Faculty,Masters,Data Science,"""Machine Learning"", ""Artificial Intelligence""",6g0rt5q8it66e7b3eqd4y9ua,Sara Iqbal
Faculty,Doctorate,Software Engineering,"""Machine Learning"", ""Software Development"", ""Networking"", ""Artificial Intelligence""",o6v2afe1azalcg31erk4jpbj,Ayesha Javed
Student,Doctorate,Data Science,"""Software Development""",gok2eo8gyw77dx84kerqpb6a,Usman Khan
Student,Masters,Computer Science,"""Software Development""",pcc254xz234gci7hb0t2vq3c,Omar Butt
Faculty,Masters,Software Engineering,"""Machine Learning"", ""Software Development"", ""Artificial Intelligence""",sfdihha5ycfsgygmmk41vn2x,Usman Javed
Industrial,Masters,Data Science,"""Artificial Intelligence""",fxj11g9zso241r9lgyasoh4d,Ayesha Sheikh
Industrial,Doctorate,Computer Science,"""Networking""",hz18lqtxix1jywffzmhh244n,Hina Khan
Student,Bachelors,Data Science,"""Artificial Intelligence"", ""Networking"", ""Machine Learning""",fjusqj69qmefo81agg0y0jgo,Hassan Hussain
Student,Doctorate,Software Engineering,"""Data Science"", ""Networking"", ""Artificial Intelligence""",6tpecb592rn17isl826e40gv,Fatima Malik
Student,Bachelors,Computer Science,"""Networking""",6hdxf8ixq46ly7kxckiic1zn,Omar Malik
Faculty,Masters,Computer Science,"""Data Science"", ""Networking"", ""Machine Learning""",bia1otocu5jrokhwp5sg75m6,Hina Ahmed
Faculty,Masters,Computer Science,"""Artificial Intelligence""",bpsnanu7dibeormo13j8ae89,Ahmed Khan
Faculty,Masters,Computer Science,"""Networking""",kg1270iv12qr6t5jbtr7ihgv,Usman Chaudhry
Student,Doctorate,Data Science,"""Data Science""",19kjii8sc861t815zez46z6n,Fatima Sheikh
Faculty,Masters,Computer Science,"""Human Computer Interaction"", ""Networking""",u6jsd9v7zfbnl56ao4hhneje,Fatima Malik
Industrial,Doctorate,Computer Science,"""Human Computer Interaction""",4v48bi70xcu46mxht3x6u741,Ali Javed
Student,Doctorate,Data Science,"""Machine Learning"", ""Human Computer Interaction""",co67jpkx2eviuwks8ugzh8uk,Hassan Ahmed
Student,Bachelors,Software Engineering,"""Software Development""",8fbk5jr8lbs3o570a4ysi5wj,Ali Javed
Faculty,Masters,Software Engineering,"""Machine Learning"", ""Software Development"", ""Human Computer Interaction"", ""Artificial Intelligence""",6yymdbit6k120gchdq7ao45x,Ayesha Khan
Industrial,Doctorate,Data Science,"""Human Computer Interaction"", ""Machine Learning"", ""Artificial Intelligence""",ncu666am69ye7l6n2pgilhs0,Sara Raza
Student,Doctorate,Data Science,"""Software Development""",zubu3hvvqa55e5pyco2sowv5,Hassan Ahmed
Student,Masters,Data Science,"""Human Computer Interaction"", ""Networking""",g86rbr71a4l6buu0kucmtkpm,Hassan Raza
Student,Doctorate,Computer Science,"""Software Development"", ""Artificial Intelligence"", ""Machine Learning""",j67b1bt7hgqwf08w8f3zd641,Ahmed Sheikh
Industrial,Bachelors,Data Science,"""Human Computer Interaction"", ""Software Development""",l5iwhzcaghrc7ntrl220k1d1,Fatima Hussain
Student,Bachelors,Computer Science,"""Software Development""",huqenp7ay0v4sz4zkxvgo6tm,Ali Iqbal
Faculty,Masters,Data Science,"""Human Computer Interaction"", ""Networking""",2a3v5ia34jhencihcpwgnse6,Ayesha Ahmed
Industrial,Masters,Software Engineering,"""Software Development""",yzfwbh0h1nsiryhc2wbu92tg,Ahmed Chaudhry
Faculty,Masters,Software Engineering,"""Machine Learning""",ya58yztxuseo8ko5hq8ouelt,Fatima Iqbal
Student,Masters,Data Science,"""Machine Learning""",0mtqxrv0ata03axmp9zdl3ki,Omar Javed
Industrial,Masters,Computer Science,"""Data Science""",zlel41i0flay3u5xnl3wymkl,Hina Chaudhry
Faculty,Masters,Data Science,"""Machine Learning""",v7fqqevxuxgak873d9zc4r79,Sara Khan
Industrial,Bachelors,Data Science,"""Networking""",hp770k4vwpxw60c4fkzd1y8e,Hina Javed
Student,Doctorate,Computer Science,"""Software Development""",y08u793prv183yrrnbi2z2zp,Ali Sheikh
Industrial,Doctorate,Computer Science,"""Software Development"", ""Data Science""",j36o5t19e1e17rahavodnovc,Ali Chaudhry
Faculty,Masters,Software Engineering,"""Human Computer Interaction""",sq55abo2kfalsinc5tvf11yh,Usman Raza
Industrial,Doctorate,Data Science,"""Data Science"", ""Human Computer Interaction"", ""Networking""",4fdww4b6d8hfkqeq2nnj60qt,Hina Butt
Faculty,Masters,Computer Science,"""Networking"", ""Machine Learning"", ""Artificial Intelligence"", ""Software Development""",zn3fvyya4kxhbspqsw66juhw,Ahmed Ahmed
Student,Doctorate,Software Engineering,"""Human Computer Interaction""",6py4ictfb2i87nke7oxfcgqe,Sara Javed
Industrial,Masters,Software Engineering,"""Human Computer Interaction"", ""Machine Learning"", ""Networking""",ymkqdgge0ftk5p1lq0gji1ag,Ayesha Ahmed
Faculty,Doctorate,Data Science,"""Machine Learning"", ""Artificial Intelligence"", ""Data Science"", ""Networking""",uo6j0aus5x741t5yoey5y6gy,Fatima Chaudhry
Industrial,Doctorate,Data Science,"""Artificial Intelligence"", ""Human Computer Interaction""",x55rt19f5qcizf2q3pjia08p,Hina Malik
Industrial,Doctorate,Computer Science,"""Software Development"", ""Data Science"", ""Networking""",2xpvgj8xkvob0xf5ywi8ezoy,Usman Butt
Faculty,Masters,Data Science,"""Artificial Intelligence""",8aqixi4uq96n9j22ld3rltux,Ahmed Iqbal
Industrial,Bachelors,Software Engineering,"""Networking"", ""Human Computer Interaction"", ""Software Development""",08fr0wa2us4rvlpxxu8vd52t,Ayesha Hussain
Industrial,Bachelors,Software Engineering,"""Data Science"", ""Software Development"", ""Networking"", ""Machine Learning""",xvp3s112aebdldaph3j76ond,Ali Ahmed
Faculty,Doctorate,Data Science,"""Software Development""",syx2cggqimnwcn3fd9ocf607,Ahmed Ahmed
